event_type,qc_level,intensity,city,region_country,datetime_utc,reporter,description,query_year,query_month,queried_event
Tornado,QC1,EF2,Madrid,Spain,27/01/2009 04:42 UTC,University Research Group,"Short-lived event, limited damage reported.",2009,01,Tornado
Gustnado,QC0+,F-Scale: IF2,Zurich,Switzerland,06/07/2006 22:23 UTC,ESWD Management,"Short-lived event, limited damage reported.",2006,07,Gustnado
Lightning,QC0+,EF2,Genova,"Liguria, Italy",04/04/2008 10:50 UTC,ESWD Management,Damage to vegetation and light structures.,2008,04,Lightning
Hail,QC1,F-Scale: IF1,Zurich,Switzerland,10/08/2013 15:07 UTC,Local Weather Service,Weak event reported with minor impacts.,2013,08,Hail
Gustnado,QC1,EF1,Tel Aviv,"Tel Aviv District, Israel",05/03/2001 20:53 UTC,Public Report,"Short-lived event, limited damage reported.",2001,03,Gustnado
Devil,QC0,F-Scale: IF2,Rome,"Lazio, Italy",01/06/2010 07:52 UTC,ESWD Management,Strong winds caused structural damage.,2010,06,Devil
Wind,QC2,EF2,Tel Aviv,"Tel Aviv District, Israel",14/07/2022 20:38 UTC,University Research Group,Damage to vegetation and light structures.,2022,07,Wind
Gustnado,QC0+,F-Scale: IF1,Zurich,Switzerland,16/01/2022 16:10 UTC,Local Weather Service,Event observed via satellite imagery.,2022,01,Gustnado
Avalanche,QC2,F-Scale: IF1,Zurich,Switzerland,02/09/2000 09:12 UTC,University Research Group,Strong winds caused structural damage.,2000,09,Avalanche
Devil,QC2,N/A,Nagpur,"Maharashtra, India",19/12/2002 06:02 UTC,Public Report,Severe weather phenomenon confirmed by eyewitnesses.,2002,12,Devil
Snow,QC2,N/A,Paris,"Île-de-France, France",26/01/2011 14:35 UTC,ESWD Management,"Short-lived event, limited damage reported.",2011,01,Snow
Hail,QC0,EF1,Vienna,Austria,05/09/2017 20:52 UTC,ESWD Management,Severe weather phenomenon confirmed by eyewitnesses.,2017,09,Hail
Wind,QC2,EF2,Rota,"Andalucía, Spain",08/01/2011 17:42 UTC,ESWD Management,"Short-lived event, limited damage reported.",2011,01,Wind
Hail,QC1,EF0,Madrid,Spain,18/03/2002 06:28 UTC,Storm Chaser Network,Damage to vegetation and light structures.,2002,03,Hail
Ice,QC1,EF1,Paris,"Île-de-France, France",20/06/2007 14:25 UTC,ESWD Management,Strong winds caused structural damage.,2007,06,Ice
Lightning,QC2,F-Scale: IF0,Tel Aviv,"Tel Aviv District, Israel",17/10/2020 22:03 UTC,University Research Group,"Short-lived event, limited damage reported.",2020,10,Lightning
Funnel,QC2,EF0,Tel Aviv,"Tel Aviv District, Israel",05/07/2024 04:37 UTC,Meteorological Office,Severe weather phenomenon confirmed by eyewitnesses.,2024,07,Funnel
Avalanche,QC0+,EF0,Tel Aviv,"Tel Aviv District, Israel",08/05/2020 20:08 UTC,ESWD Management,Damage to vegetation and light structures.,2020,05,Avalanche
Snow,QC0,EF2,Tel Aviv,"Tel Aviv District, Israel",17/07/2005 03:06 UTC,Storm Chaser Network,Strong winds caused structural damage.,2005,07,Snow
Snow,QC0+,EF0,Genova,"Liguria, Italy",01/07/2023 13:06 UTC,Public Report,Severe weather phenomenon confirmed by eyewitnesses.,2023,07,Snow
Avalanche,QC0+,F-Scale: IF1,Tel Aviv,"Tel Aviv District, Israel",13/01/2015 19:18 UTC,Local Weather Service,Event observed via satellite imagery.,2015,01,Avalanche
Avalanche,QC2,F-Scale: IF2,Zurich,Switzerland,26/10/2013 10:33 UTC,University Research Group,Event observed via satellite imagery.,2013,10,Avalanche
Funnel,QC1,F-Scale: IF0,Tel Aviv,"Tel Aviv District, Israel",05/02/2009 00:07 UTC,Storm Chaser Network,Severe weather phenomenon confirmed by eyewitnesses.,2009,02,Funnel
Wind,QC2,F-Scale: IF1,Madrid,Spain,04/04/2000 20:45 UTC,Local Weather Service,"Short-lived event, limited damage reported.",2000,04,Wind
Precip,QC2,F-Scale: IF0,Paris,"Île-de-France, France",09/05/2020 13:59 UTC,Public Report,"Short-lived event, limited damage reported.",2020,05,Precip
Avalanche,QC0+,F-Scale: IF0,Nagpur,"Maharashtra, India",20/07/2024 09:29 UTC,Local Weather Service,Event observed via satellite imagery.,2024,07,Avalanche
Avalanche,QC0,EF2,Vienna,Austria,24/08/2001 04:57 UTC,Public Report,"Short-lived event, limited damage reported.",2001,08,Avalanche
Ice,QC0,EF0,Vienna,Austria,07/12/2003 01:40 UTC,Local Weather Service,Event observed via satellite imagery.,2003,12,Ice
Precip,QC0+,EF0,Munich,"Bavaria, Germany",02/09/2025 19:11 UTC,University Research Group,"Short-lived event, limited damage reported.",2025,09,Precip
Snow,QC1,F-Scale: IF2,Rota,"Andalucía, Spain",05/03/2004 10:12 UTC,Storm Chaser Network,Weak event reported with minor impacts.,2004,03,Snow
Hail,QC2,F-Scale: IF1,Madrid,Spain,29/11/2002 09:59 UTC,ESWD Management,Strong winds caused structural damage.,2002,11,Hail
Ice,QC0+,EF2,Vienna,Austria,23/08/2023 14:07 UTC,Local Weather Service,"Short-lived event, limited damage reported.",2023,08,Ice
Avalanche,QC0,EF0,Genova,"Liguria, Italy",18/08/2025 21:28 UTC,University Research Group,Strong winds caused structural damage.,2025,08,Avalanche
Tornado,QC1,F-Scale: IF2,Munich,"Bavaria, Germany",26/02/2019 20:46 UTC,Public Report,"Short-lived event, limited damage reported.",2019,02,Tornado
Tornado,QC2,EF1,Vienna,Austria,26/10/2005 20:58 UTC,University Research Group,Strong winds caused structural damage.,2005,10,Tornado
Wind,QC0+,EF2,Paris,"Île-de-France, France",26/01/2008 20:48 UTC,Meteorological Office,Event observed via satellite imagery.,2008,01,Wind
Avalanche,QC0,EF2,Genova,"Liguria, Italy",27/01/2001 15:52 UTC,Local Weather Service,"Short-lived event, limited damage reported.",2001,01,Avalanche
Hail,QC1,EF1,Zurich,Switzerland,15/01/2002 11:23 UTC,University Research Group,Event observed via satellite imagery.,2002,01,Hail
Avalanche,QC0,F-Scale: IF2,Nagpur,"Maharashtra, India",19/08/2012 08:41 UTC,Meteorological Office,"Short-lived event, limited damage reported.",2012,08,Avalanche
Lightning,QC1,F-Scale: IF2,Vienna,Austria,10/04/2000 03:53 UTC,Storm Chaser Network,Strong winds caused structural damage.,2000,04,Lightning
Tornado,QC0+,F-Scale: IF2,Rome,"Lazio, Italy",22/04/2001 05:59 UTC,Meteorological Office,Strong winds caused structural damage.,2001,04,Tornado
Wind,QC0+,EF0,Paris,"Île-de-France, France",05/08/2001 22:02 UTC,Local Weather Service,Strong winds caused structural damage.,2001,08,Wind
Wind,QC2,EF2,Madrid,Spain,12/01/2015 15:47 UTC,ESWD Management,"Short-lived event, limited damage reported.",2015,01,Wind
Ice,QC0,F-Scale: IF1,Rome,"Lazio, Italy",25/02/2014 18:57 UTC,Public Report,Strong winds caused structural damage.,2014,02,Ice
Snow,QC1,N/A,Vienna,Austria,20/12/2002 05:05 UTC,ESWD Management,Damage to vegetation and light structures.,2002,12,Snow
Hail,QC2,F-Scale: IF1,Madrid,Spain,12/06/2007 19:29 UTC,Public Report,Weak event reported with minor impacts.,2007,06,Hail
Ice,QC2,F-Scale: IF0,Vienna,Austria,02/06/2001 09:16 UTC,Storm Chaser Network,Event observed via satellite imagery.,2001,06,Ice
Snow,QC1,F-Scale: IF1,Paris,"Île-de-France, France",29/07/2013 07:22 UTC,ESWD Management,Damage to vegetation and light structures.,2013,07,Snow
Avalanche,QC0,N/A,Nagpur,"Maharashtra, India",26/02/2004 15:08 UTC,Storm Chaser Network,"Short-lived event, limited damage reported.",2004,02,Avalanche
Gustnado,QC1,N/A,Nagpur,"Maharashtra, India",04/04/2015 16:30 UTC,Meteorological Office,Event observed via satellite imagery.,2015,04,Gustnado
Funnel,QC0,EF0,Madrid,Spain,14/12/2005 07:00 UTC,Storm Chaser Network,Strong winds caused structural damage.,2005,12,Funnel
Lightning,QC0,EF2,Genova,"Liguria, Italy",08/03/2000 10:36 UTC,Public Report,Weak event reported with minor impacts.,2000,03,Lightning
Snow,QC1,F-Scale: IF0,Paris,"Île-de-France, France",25/01/2002 03:31 UTC,Public Report,Damage to vegetation and light structures.,2002,01,Snow
Precip,QC0+,F-Scale: IF2,Nagpur,"Maharashtra, India",24/05/2014 06:50 UTC,Meteorological Office,"Short-lived event, limited damage reported.",2014,05,Precip
Snow,QC0+,F-Scale: IF1,Paris,"Île-de-France, France",11/04/2005 09:18 UTC,Meteorological Office,Weak event reported with minor impacts.,2005,04,Snow
Avalanche,QC0,F-Scale: IF1,Rome,"Lazio, Italy",06/02/2025 17:32 UTC,Public Report,Damage to vegetation and light structures.,2025,02,Avalanche
Lightning,QC1,EF1,Vienna,Austria,27/02/2012 04:49 UTC,Local Weather Service,Event observed via satellite imagery.,2012,02,Lightning
Funnel,QC2,F-Scale: IF0,Munich,"Bavaria, Germany",12/03/2015 18:27 UTC,Local Weather Service,Weak event reported with minor impacts.,2015,03,Funnel
Wind,QC0,F-Scale: IF0,Rota,"Andalucía, Spain",01/10/2004 13:05 UTC,Storm Chaser Network,Severe weather phenomenon confirmed by eyewitnesses.,2004,10,Wind
Gustnado,QC1,F-Scale: IF2,Rome,"Lazio, Italy",31/12/2019 21:02 UTC,Meteorological Office,Event observed via satellite imagery.,2019,12,Gustnado
Precip,QC0+,F-Scale: IF0,Madrid,Spain,10/07/2003 15:53 UTC,University Research Group,Severe weather phenomenon confirmed by eyewitnesses.,2003,07,Precip
Funnel,QC2,EF0,Paris,"Île-de-France, France",03/12/2013 23:21 UTC,Local Weather Service,Event observed via satellite imagery.,2013,12,Funnel
Gustnado,QC2,F-Scale: IF1,Rome,"Lazio, Italy",29/07/2011 12:24 UTC,University Research Group,Strong winds caused structural damage.,2011,07,Gustnado
Snow,QC0,F-Scale: IF0,Vienna,Austria,01/05/2020 16:38 UTC,Storm Chaser Network,Weak event reported with minor impacts.,2020,05,Snow
Snow,QC1,N/A,Paris,"Île-de-France, France",08/09/2020 05:49 UTC,Meteorological Office,"Short-lived event, limited damage reported.",2020,09,Snow
Tornado,QC2,N/A,Tel Aviv,"Tel Aviv District, Israel",14/10/2022 03:30 UTC,University Research Group,Weak event reported with minor impacts.,2022,10,Tornado
Snow,QC2,EF0,Madrid,Spain,08/03/2003 10:18 UTC,Public Report,Severe weather phenomenon confirmed by eyewitnesses.,2003,03,Snow
Devil,QC0+,EF0,Rome,"Lazio, Italy",06/12/2010 18:42 UTC,Storm Chaser Network,Weak event reported with minor impacts.,2010,12,Devil
Snow,QC1,EF1,Nagpur,"Maharashtra, India",04/05/2019 14:51 UTC,University Research Group,Event observed via satellite imagery.,2019,05,Snow
Gustnado,QC0,EF1,Genova,"Liguria, Italy",03/10/2025 16:36 UTC,Public Report,Severe weather phenomenon confirmed by eyewitnesses.,2025,10,Gustnado
Snow,QC0+,F-Scale: IF2,Madrid,Spain,18/05/2004 15:11 UTC,Storm Chaser Network,Weak event reported with minor impacts.,2004,05,Snow
Tornado,QC2,EF2,Genova,"Liguria, Italy",30/12/2016 11:10 UTC,University Research Group,Weak event reported with minor impacts.,2016,12,Tornado
Funnel,QC0,N/A,Nagpur,"Maharashtra, India",26/03/2006 19:49 UTC,Local Weather Service,Strong winds caused structural damage.,2006,03,Funnel
Gustnado,QC2,EF1,Paris,"Île-de-France, France",31/10/2023 09:56 UTC,Public Report,Severe weather phenomenon confirmed by eyewitnesses.,2023,10,Gustnado
Devil,QC1,EF0,Nagpur,"Maharashtra, India",15/03/2014 10:13 UTC,University Research Group,Damage to vegetation and light structures.,2014,03,Devil
Funnel,QC2,N/A,Rome,"Lazio, Italy",13/05/2000 20:52 UTC,Local Weather Service,Damage to vegetation and light structures.,2000,05,Funnel
Avalanche,QC0,EF2,Vienna,Austria,14/08/2024 01:48 UTC,Public Report,Damage to vegetation and light structures.,2024,08,Avalanche
Funnel,QC2,EF2,Munich,"Bavaria, Germany",25/05/2001 08:01 UTC,Public Report,Severe weather phenomenon confirmed by eyewitnesses.,2001,05,Funnel
Precip,QC2,EF0,Vienna,Austria,03/03/2017 13:51 UTC,Public Report,Event observed via satellite imagery.,2017,03,Precip
Precip,QC0+,EF1,Tel Aviv,"Tel Aviv District, Israel",20/04/2021 04:44 UTC,Storm Chaser Network,Damage to vegetation and light structures.,2021,04,Precip
Hail,QC0+,F-Scale: IF1,Tel Aviv,"Tel Aviv District, Israel",09/12/2012 22:52 UTC,ESWD Management,Weak event reported with minor impacts.,2012,12,Hail
Precip,QC2,F-Scale: IF1,Rota,"Andalucía, Spain",17/06/2006 16:36 UTC,ESWD Management,Event observed via satellite imagery.,2006,06,Precip
Precip,QC2,EF1,Zurich,Switzerland,15/06/2020 23:44 UTC,Local Weather Service,Severe weather phenomenon confirmed by eyewitnesses.,2020,06,Precip
Lightning,QC2,F-Scale: IF2,Zurich,Switzerland,05/10/2024 15:21 UTC,Local Weather Service,Event observed via satellite imagery.,2024,10,Lightning
Hail,QC2,N/A,Rome,"Lazio, Italy",01/05/2000 19:43 UTC,University Research Group,Event observed via satellite imagery.,2000,05,Hail
Lightning,QC1,F-Scale: IF0,Munich,"Bavaria, Germany",06/06/2018 18:38 UTC,ESWD Management,"Short-lived event, limited damage reported.",2018,06,Lightning
Wind,QC2,EF2,Vienna,Austria,28/01/2005 19:48 UTC,ESWD Management,Event observed via satellite imagery.,2005,01,Wind
Lightning,QC0,EF1,Munich,"Bavaria, Germany",08/11/2020 17:38 UTC,Public Report,Weak event reported with minor impacts.,2020,11,Lightning
Devil,QC1,EF1,Paris,"Île-de-France, France",03/07/2003 23:20 UTC,ESWD Management,Damage to vegetation and light structures.,2003,07,Devil
Lightning,QC2,EF1,Rota,"Andalucía, Spain",11/01/2021 15:29 UTC,University Research Group,Damage to vegetation and light structures.,2021,01,Lightning
Hail,QC0+,F-Scale: IF0,Vienna,Austria,20/03/2013 09:52 UTC,University Research Group,"Short-lived event, limited damage reported.",2013,03,Hail
Ice,QC2,EF1,Rome,"Lazio, Italy",07/09/2011 02:05 UTC,Local Weather Service,"Short-lived event, limited damage reported.",2011,09,Ice
Avalanche,QC2,F-Scale: IF0,Munich,"Bavaria, Germany",23/03/2001 09:47 UTC,Local Weather Service,"Short-lived event, limited damage reported.",2001,03,Avalanche
Funnel,QC1,F-Scale: IF2,Munich,"Bavaria, Germany",22/04/2011 04:31 UTC,Meteorological Office,Weak event reported with minor impacts.,2011,04,Funnel
Funnel,QC0+,EF2,Rome,"Lazio, Italy",31/10/2007 20:11 UTC,Storm Chaser Network,Damage to vegetation and light structures.,2007,10,Funnel
Gustnado,QC0+,N/A,Munich,"Bavaria, Germany",05/08/2010 16:33 UTC,Public Report,Weak event reported with minor impacts.,2010,08,Gustnado
Snow,QC0+,N/A,Genova,"Liguria, Italy",04/07/2006 20:19 UTC,Storm Chaser Network,Severe weather phenomenon confirmed by eyewitnesses.,2006,07,Snow
Hail,QC0+,F-Scale: IF1,Nagpur,"Maharashtra, India",29/09/2019 21:45 UTC,Public Report,Strong winds caused structural damage.,2019,09,Hail
Snow,QC0,F-Scale: IF1,Rota,"Andalucía, Spain",10/11/2011 03:57 UTC,Storm Chaser Network,Severe weather phenomenon confirmed by eyewitnesses.,2011,11,Snow
Wind,QC0+,EF0,Munich,"Bavaria, Germany",13/05/2021 18:10 UTC,University Research Group,Strong winds caused structural damage.,2021,05,Wind
Hail,QC2,F-Scale: IF0,Paris,"Île-de-France, France",12/10/2011 04:57 UTC,Meteorological Office,Severe weather phenomenon confirmed by eyewitnesses.,2011,10,Hail
Hail,QC0,F-Scale: IF0,Vienna,Austria,14/10/2023 23:18 UTC,Public Report,Strong winds caused structural damage.,2023,10,Hail
Snow,QC1,F-Scale: IF2,Zurich,Switzerland,24/03/2012 11:26 UTC,ESWD Management,Damage to vegetation and light structures.,2012,03,Snow
Precip,QC0+,EF2,Rome,"Lazio, Italy",18/07/2017 15:44 UTC,University Research Group,"Short-lived event, limited damage reported.",2017,07,Precip
Devil,QC0+,F-Scale: IF2,Madrid,Spain,19/02/2015 23:07 UTC,Public Report,Weak event reported with minor impacts.,2015,02,Devil
Precip,QC2,F-Scale: IF0,Rota,"Andalucía, Spain",18/01/2003 00:24 UTC,Public Report,Weak event reported with minor impacts.,2003,01,Precip
Precip,QC1,F-Scale: IF2,Paris,"Île-de-France, France",08/10/2015 07:29 UTC,Local Weather Service,Weak event reported with minor impacts.,2015,10,Precip
Avalanche,QC0+,EF1,Rome,"Lazio, Italy",15/02/2004 01:56 UTC,University Research Group,Weak event reported with minor impacts.,2004,02,Avalanche
Funnel,QC0+,F-Scale: IF0,Genova,"Liguria, Italy",29/10/2005 12:49 UTC,University Research Group,Event observed via satellite imagery.,2005,10,Funnel
Ice,QC0,EF2,Munich,"Bavaria, Germany",11/12/2020 22:32 UTC,Storm Chaser Network,Damage to vegetation and light structures.,2020,12,Ice
Hail,QC0,F-Scale: IF2,Vienna,Austria,18/07/2011 05:31 UTC,ESWD Management,Severe weather phenomenon confirmed by eyewitnesses.,2011,07,Hail
Hail,QC1,F-Scale: IF1,Vienna,Austria,11/09/2002 08:48 UTC,Storm Chaser Network,Weak event reported with minor impacts.,2002,09,Hail
Wind,QC2,F-Scale: IF0,Nagpur,"Maharashtra, India",11/08/2017 06:05 UTC,Local Weather Service,"Short-lived event, limited damage reported.",2017,08,Wind
Hail,QC1,F-Scale: IF0,Nagpur,"Maharashtra, India",06/10/2004 15:04 UTC,ESWD Management,Weak event reported with minor impacts.,2004,10,Hail
Funnel,QC0,EF0,Rome,"Lazio, Italy",29/03/2011 15:13 UTC,Local Weather Service,Strong winds caused structural damage.,2011,03,Funnel
Precip,QC2,F-Scale: IF2,Rota,"Andalucía, Spain",11/09/2001 22:41 UTC,Local Weather Service,Strong winds caused structural damage.,2001,09,Precip
Snow,QC2,EF0,Zurich,Switzerland,10/10/2025 00:07 UTC,Storm Chaser Network,Severe weather phenomenon confirmed by eyewitnesses.,2025,10,Snow
Funnel,QC2,EF2,Madrid,Spain,17/02/2010 00:06 UTC,Storm Chaser Network,Weak event reported with minor impacts.,2010,02,Funnel
Tornado,QC1,EF0,Madrid,Spain,06/02/2016 11:22 UTC,ESWD Management,Strong winds caused structural damage.,2016,02,Tornado
Precip,QC1,F-Scale: IF0,Genova,"Liguria, Italy",21/05/2016 18:14 UTC,Storm Chaser Network,Damage to vegetation and light structures.,2016,05,Precip
Precip,QC0,EF0,Nagpur,"Maharashtra, India",03/12/2007 18:55 UTC,University Research Group,Event observed via satellite imagery.,2007,12,Precip
Ice,QC1,EF0,Zurich,Switzerland,15/10/2004 21:31 UTC,ESWD Management,Strong winds caused structural damage.,2004,10,Ice
Wind,QC0+,F-Scale: IF0,Nagpur,"Maharashtra, India",11/04/2006 01:13 UTC,University Research Group,"Short-lived event, limited damage reported.",2006,04,Wind
Devil,QC1,EF0,Paris,"Île-de-France, France",09/06/2017 02:09 UTC,Public Report,Severe weather phenomenon confirmed by eyewitnesses.,2017,06,Devil
Avalanche,QC1,N/A,Rota,"Andalucía, Spain",21/03/2015 01:54 UTC,University Research Group,Weak event reported with minor impacts.,2015,03,Avalanche
Hail,QC2,EF2,Genova,"Liguria, Italy",30/06/2009 22:19 UTC,Public Report,Event observed via satellite imagery.,2009,06,Hail
Tornado,QC0+,EF0,Nagpur,"Maharashtra, India",26/03/2003 01:15 UTC,University Research Group,Weak event reported with minor impacts.,2003,03,Tornado
Wind,QC0+,F-Scale: IF0,Rome,"Lazio, Italy",20/01/2002 08:17 UTC,Local Weather Service,Strong winds caused structural damage.,2002,01,Wind
Avalanche,QC0+,N/A,Munich,"Bavaria, Germany",13/05/2004 15:34 UTC,Public Report,Weak event reported with minor impacts.,2004,05,Avalanche
Funnel,QC0+,F-Scale: IF0,Genova,"Liguria, Italy",20/04/2022 20:18 UTC,Local Weather Service,Severe weather phenomenon confirmed by eyewitnesses.,2022,04,Funnel
Snow,QC0+,F-Scale: IF2,Zurich,Switzerland,18/07/2014 04:07 UTC,Local Weather Service,Weak event reported with minor impacts.,2014,07,Snow
Tornado,QC0,F-Scale: IF2,Tel Aviv,"Tel Aviv District, Israel",18/01/2015 02:09 UTC,Local Weather Service,Severe weather phenomenon confirmed by eyewitnesses.,2015,01,Tornado
Gustnado,QC2,F-Scale: IF1,Vienna,Austria,28/10/2024 05:37 UTC,Public Report,Weak event reported with minor impacts.,2024,10,Gustnado
Gustnado,QC0,EF0,Genova,"Liguria, Italy",14/11/2016 05:23 UTC,ESWD Management,Weak event reported with minor impacts.,2016,11,Gustnado
Avalanche,QC1,EF0,Tel Aviv,"Tel Aviv District, Israel",31/12/2003 22:14 UTC,University Research Group,Severe weather phenomenon confirmed by eyewitnesses.,2003,12,Avalanche
Gustnado,QC1,EF1,Nagpur,"Maharashtra, India",02/06/2006 21:50 UTC,Storm Chaser Network,Severe weather phenomenon confirmed by eyewitnesses.,2006,06,Gustnado
Devil,QC0+,EF2,Tel Aviv,"Tel Aviv District, Israel",08/09/2001 20:21 UTC,Storm Chaser Network,"Short-lived event, limited damage reported.",2001,09,Devil
